session_id,station_id,session_date,kwh_delivered,duration_minutes,revenue_usd
28018,396998,2025-11-14,40.95,76,26.72
28019,168557,2025-08-02,91.71,179,29.91
28020,324849,2025-03-09,1.16,156,21.79
28021,356915,2025-08-12,75.29,118,30.68
28022,334480,2025-08-04,10.25,31,3.23
28023,162306,2025-06-15,4.31,150,36.07
28024,257680,2025-03-02,43.38,155,26.25
28025,434864,2025-10-11,25.72,171,29.74
28026,115022,2025-03-11,2.61,81,36.58
28027,327136,2025-12-19,24.08,147,24.25
28028,150686,2025-01-31,42.4,89,7.63
28029,331570,2025-07-04,19.91,178,20.43
28030,434739,2025-05-07,10.49,177,32.73
28031,367727,2025-05-18,6.01,19,33.51
28032,223703,2025-05-20,34.71,27,27.33
28033,171552,2025-09-20,12.74,38,11.22
28034,359361,2025-03-29,44.59,97,30.24
28035,221435,2025-06-05,36.12,103,26.6
28036,446870,2025-11-27,34.9,109,4.14
28037,423071,2025-10-03,39.49,39,19.56
28038,223433,2025-04-30,20.28,151,24.6
28039,115080,2025-11-17,37.81,38,27.58
28040,200496,2025-06-13,52.76,116,23.81
28041,346044,2025-11-22,8.95,42,9.69
28042,391713,2025-05-18,7.25,100,3.9
28043,454170,2025-08-19,15.35,32,18.37
28044,456448,2025-10-27,20.12,74,34.96
28045,200474,2025-07-21,1.0,175,21.48
28046,114909,2025-03-31,5.02,151,36.71
28047,147095,2025-08-21,1.0,97,33.55
28048,457458,2025-03-15,20.62,61,26.61
28049,174205,2025-10-16,36.86,67,18.54
28050,350796,2025-06-14,43.79,83,34.7
28051,258241,2025-05-21,20.44,148,18.54
28052,162374,2025-12-24,1.05,55,35.23
28053,233316,2025-12-16,22.33,76,39.91
28054,114900,2025-03-29,12.74,171,29.7
28055,311782,2025-12-20,47.23,48,9.54
28056,213549,2025-10-20,13.05,164,21.22
28057,452418,2025-01-19,31.66,138,9.01
28058,279389,2025-11-18,5.41,97,31.5
28059,223230,2025-01-30,64.21,52,22.98
28060,350543,2025-08-02,8.75,145,14.4
28061,182198,2025-09-09,1.0,168,4.03
28062,238515,2025-06-17,2.13,40,9.94
28063,214197,2025-05-23,6.51,170,13.52
28064,355532,2025-07-17,4.52,162,25.35
28065,434165,2025-12-22,5.28,179,31.56
28066,384388,2025-12-30,21.64,152,10.34
28067,207730,2025-12-02,16.03,110,4.1
28068,168436,2025-03-26,31.13,92,3.28
28069,182001,2025-12-20,39.06,75,11.33
28070,92004,2025-04-14,18.18,109,11.99
28071,225939,2025-04-28,22.47,117,39.37
28072,44344,2025-02-07,37.37,106,21.55
28073,189535,2025-05-16,2.35,17,39.89
28074,223232,2025-03-17,14.23,84,19.5
28075,236288,2025-10-22,18.79,89,37.82
28076,169200,2025-11-12,22.78,40,11.24
28077,154920,2025-04-19,19.55,31,11.3
28078,235440,2025-02-25,10.8,167,35.89
28079,437617,2025-01-18,8.47,77,37.95
28080,341719,2025-04-14,14.53,169,34.77
28081,253697,2025-05-29,1.72,155,26.68
28082,256222,2025-08-07,15.93,28,36.8
28083,150585,2025-01-06,84.33,142,8.84
28084,115222,2025-06-08,1.39,93,19.39
28085,346781,2025-04-08,4.15,34,38.76
28086,182107,2025-11-23,24.88,63,14.59
28087,341740,2025-09-08,30.72,102,27.69
28088,115034,2025-03-02,16.12,87,10.85
28089,400655,2025-03-09,62.17,67,10.59
28090,397114,2025-09-10,16.43,100,3.54
28091,174681,2025-11-13,2.9,98,36.89
28092,145539,2025-04-22,16.3,142,24.43
28093,455597,2025-01-17,18.08,21,4.5
28094,195825,2025-06-06,14.0,113,21.19
28095,324785,2025-03-08,61.5,37,14.22
28096,450919,2025-11-11,16.31,77,36.92
28097,202805,2025-01-03,29.48,39,21.15
28098,162258,2025-04-13,17.76,144,33.91
28099,116809,2025-06-04,32.41,106,3.05
28100,114973,2025-01-01,2.88,37,19.44
28101,400718,2025-12-01,72.47,133,25.03
28102,175723,2025-11-30,23.65,45,18.84
28103,189540,2025-01-04,9.2,27,25.13
28104,162372,2025-07-22,6.64,68,26.05
28105,226488,2025-02-02,33.46,53,6.29
28106,251985,2025-01-11,7.78,25,37.93
28107,115123,2025-07-23,14.89,80,15.64
28108,181482,2025-07-26,23.97,131,31.42
28109,452580,2025-07-04,48.76,44,25.9
28110,162173,2025-06-03,44.19,79,18.02
28111,374865,2025-12-10,27.5,153,22.87
28112,143573,2025-07-01,7.7,87,11.65
28113,367652,2025-06-04,4.42,109,35.29
28114,204930,2025-08-16,19.71,72,35.82
28115,183768,2025-04-12,53.32,107,38.79
28116,357095,2025-07-01,13.12,28,4.04
28117,325071,2025-09-15,33.39,23,33.51
28118,323426,2025-09-22,44.6,62,38.8
28119,449931,2025-03-13,7.61,143,16.63
28120,261641,2025-12-26,83.35,54,10.05
28121,223267,2025-11-16,7.36,72,29.97
28122,254204,2025-08-29,22.25,84,23.95
28123,261351,2025-04-25,27.57,179,25.42
28124,374921,2025-03-06,20.13,61,37.9
28125,162253,2025-10-04,24.29,48,31.42
28126,331167,2025-05-23,5.93,33,37.33
28127,397005,2025-08-05,3.9,79,20.58
28128,375218,2025-06-16,1.0,96,9.14
28129,322232,2025-01-16,23.46,16,26.27
28130,169335,2025-02-04,64.41,161,21.41
28131,200474,2025-10-06,28.54,117,6.94
28132,454051,2025-05-20,26.32,125,17.82
28133,359882,2025-08-28,19.01,115,11.19
28134,357075,2025-11-04,24.07,61,25.3
28135,183765,2025-10-02,32.11,169,20.52
28136,359971,2025-12-20,4.1,22,6.22
28137,221912,2025-04-25,32.77,129,14.26
28138,324868,2025-03-28,4.22,113,28.45
28139,456696,2025-05-19,8.72,125,18.32
28140,341835,2025-02-12,10.36,133,29.58
28141,173965,2025-12-20,8.41,98,17.76
28142,456594,2025-03-10,18.59,82,33.52
28143,375415,2025-06-14,20.25,127,14.7
28144,203018,2025-06-02,42.81,179,37.92
28145,456308,2025-06-01,21.52,124,18.19
28146,220315,2025-04-16,100.0,165,16.13
28147,143300,2025-10-17,29.67,83,38.32
28148,422878,2025-12-04,32.7,28,22.52
28149,428656,2025-12-25,100.0,58,38.59
28150,236643,2025-03-20,6.67,42,16.74
28151,253697,2025-04-21,26.01,111,10.79
28152,448492,2025-09-25,54.72,97,13.46
28153,147204,2025-05-28,86.0,20,15.59
28154,154208,2025-12-01,14.79,157,24.43
28155,114958,2025-12-02,14.09,98,28.22
28156,341814,2025-11-13,2.49,128,29.26
28157,49938,2025-03-12,58.65,92,16.02
28158,353051,2025-08-29,69.02,51,38.2
28159,367816,2025-08-16,53.97,71,17.23
28160,121069,2025-05-30,6.38,87,25.17
28161,174811,2025-03-14,8.98,147,27.55
28162,428432,2025-01-17,74.11,44,30.88
28163,155288,2025-04-07,23.81,33,27.37
28164,324871,2025-09-15,25.02,170,28.16
28165,334200,2025-09-20,13.49,38,38.27
28166,333804,2025-08-11,23.88,153,29.35
28167,395410,2025-01-14,4.37,152,35.17
28168,180096,2025-09-17,74.58,67,19.0
28169,169949,2025-06-22,72.75,148,5.48
28170,196058,2025-07-10,48.64,78,9.66
28171,233094,2025-09-23,7.39,29,10.52
28172,356972,2025-02-14,52.19,40,12.36
28173,193072,2025-08-04,30.11,111,6.46
28174,356927,2025-10-27,7.07,92,33.79
28175,324893,2025-07-02,45.1,163,4.09
28176,452442,2025-05-26,2.38,74,34.67
28177,115043,2025-01-11,31.57,123,15.74
28178,162266,2025-08-30,100.0,45,7.02
28179,49932,2025-07-01,14.1,112,23.03
28180,324788,2025-05-09,24.3,25,5.75
28181,154725,2025-02-22,6.1,99,19.5
28182,202274,2025-12-18,15.71,23,5.41
28183,357642,2025-07-27,2.86,149,39.86
28184,311769,2025-07-25,29.72,51,25.11
28185,334426,2025-02-02,37.04,169,27.26
28186,199201,2025-03-24,22.19,146,12.14
28187,143573,2025-01-25,33.78,140,36.94
28188,162363,2025-03-15,29.27,65,32.88
28189,207917,2025-05-12,64.08,65,25.24
28190,260862,2025-06-01,16.28,103,38.62
28191,102338,2025-07-09,19.33,136,11.35
28192,375414,2025-12-06,11.64,36,37.69
28193,456899,2025-08-06,10.88,21,33.22
28194,207789,2025-11-14,42.56,149,26.68
28195,261059,2025-08-13,66.08,62,23.35
28196,115166,2025-11-14,9.27,21,7.42
28197,204921,2025-03-17,13.59,146,12.71
28198,229203,2025-06-15,10.86,166,19.58
28199,346611,2025-05-25,48.22,65,10.0
28200,227770,2025-01-10,73.82,88,9.37
28201,182109,2025-06-20,58.07,161,17.91
28202,334494,2025-10-16,1.0,154,15.15
28203,226487,2025-02-06,4.74,126,12.62
28204,175628,2025-04-30,56.38,146,21.19
28205,255237,2025-06-23,18.62,62,10.26
28206,180096,2025-12-31,11.85,128,21.53
28207,44350,2025-02-07,13.06,76,14.11
28208,350558,2025-01-21,43.45,46,11.64
28209,334502,2025-06-10,41.81,58,29.33
28210,114965,2025-08-06,44.03,56,4.38
28211,389545,2025-09-01,47.07,58,34.56
28212,391127,2025-02-12,1.8,21,14.35
28213,115031,2025-04-28,35.31,77,25.79
28214,341802,2025-04-04,23.6,48,3.93
28215,174505,2025-11-20,7.32,61,29.81
28216,359051,2025-07-17,22.45,105,28.71
28217,206084,2025-09-08,28.79,167,19.86
28218,150564,2025-07-11,21.16,82,20.27
28219,102349,2025-11-16,10.87,152,14.13
28220,386974,2025-05-05,7.01,114,25.24
28221,200457,2025-02-06,2.26,88,29.82
28222,251715,2025-03-20,1.46,148,3.03
28223,203290,2025-04-14,10.86,127,40.0
28224,169881,2025-05-31,6.75,133,21.76
28225,324893,2025-08-22,17.06,115,28.48
28226,356935,2025-03-14,20.73,46,11.29
28227,162421,2025-02-03,11.94,121,31.62
28228,169009,2025-12-29,11.96,135,31.21
28229,357058,2025-06-11,34.5,45,31.66
28230,102350,2025-07-27,1.0,168,33.38
28231,226495,2025-09-17,100.0,39,27.04
28232,308827,2025-12-03,14.54,81,30.8
28233,162333,2025-07-23,22.12,147,11.96
28234,452568,2025-07-16,6.98,123,27.86
28235,357101,2025-08-18,5.88,112,23.38
28236,261049,2025-04-10,27.93,58,18.95
28237,153287,2025-04-04,90.03,85,6.94
28238,205124,2025-03-04,59.75,139,18.48
28239,181636,2025-11-30,67.14,104,20.76
28240,190790,2025-07-13,17.74,86,13.07
28241,154058,2025-10-11,11.12,63,30.28
28242,182057,2025-10-04,36.3,32,3.0
28243,251743,2025-07-26,19.53,172,28.62
28244,202632,2025-12-30,41.93,153,26.9
28245,351276,2025-03-28,30.01,114,31.57
28246,351552,2025-05-18,11.3,29,32.81
28247,307398,2025-01-26,1.77,139,39.59
28248,199108,2025-10-17,8.73,124,34.97
28249,190453,2025-09-15,44.4,63,37.01
28250,357080,2025-06-21,15.47,93,25.04
28251,174553,2025-08-27,43.07,175,32.14
28252,324862,2025-02-12,29.91,156,35.5
28253,384355,2025-11-04,9.24,43,6.37
28254,356031,2025-04-20,14.55,62,11.72
28255,334504,2025-05-27,26.73,107,8.46
28256,162339,2025-05-03,52.42,120,11.47
28257,341699,2025-11-01,1.01,140,25.11
28258,262928,2025-08-27,100.0,160,29.48
28259,181109,2025-07-10,13.08,77,28.74
28260,371750,2025-04-26,3.48,39,29.64
28261,261443,2025-06-06,10.06,142,32.45
28262,452568,2025-11-28,39.71,28,24.12
28263,202142,2025-07-26,21.35,135,39.5
28264,228864,2025-02-22,2.94,76,24.72
28265,279336,2025-04-08,12.29,51,14.84
28266,352068,2025-01-28,1.43,174,15.12
28267,447441,2025-08-01,1.73,125,13.3
28268,354696,2025-05-25,6.24,74,38.48
28269,454048,2025-09-02,10.82,64,5.46
28270,374656,2025-09-05,29.54,150,18.69
28271,456498,2025-12-04,1.0,40,34.3
28272,347371,2025-01-24,9.47,18,25.99
28273,143586,2025-09-10,11.06,27,32.34
28274,200457,2025-12-10,9.26,39,10.05
28275,91865,2025-11-28,3.84,40,14.52
28276,357085,2025-02-05,49.31,106,9.56
28277,376640,2025-07-16,9.69,65,25.18
28278,225163,2025-07-03,46.52,158,7.56
28279,157964,2025-03-08,5.27,141,29.75
28280,371747,2025-02-02,32.07,151,34.09
28281,227078,2025-06-16,5.6,129,10.91
28282,375218,2025-12-06,10.47,58,32.42
28283,334504,2025-07-05,28.29,173,13.79
28284,455717,2025-01-12,19.85,165,9.45
28285,405446,2025-09-02,7.76,51,38.62
28286,448240,2025-03-25,53.28,17,7.35
28287,457458,2025-12-03,15.99,115,17.78
28288,149544,2025-02-12,38.83,37,18.62
28289,155288,2025-04-17,49.54,57,20.35
28290,434735,2025-01-13,14.94,80,31.71
28291,352069,2025-12-05,10.13,73,18.19
28292,261059,2025-03-31,20.16,158,22.81
28293,446842,2025-04-26,2.15,33,3.72
28294,257691,2025-04-16,28.78,16,19.67
28295,150532,2025-06-22,35.09,37,31.63
28296,347362,2025-12-11,2.81,16,30.57
28297,191104,2025-01-23,8.78,108,31.45
28298,359664,2025-10-18,36.42,71,13.81
28299,259977,2025-08-29,9.51,101,33.99
28300,374652,2025-04-06,23.81,116,31.19
28301,233086,2025-11-06,22.98,175,30.75
28302,333766,2025-05-05,7.5,142,17.52
28303,360578,2025-08-22,36.28,60,15.35
28304,115131,2025-06-26,17.03,111,19.16
28305,171554,2025-03-11,3.2,64,12.24
28306,202126,2025-07-25,2.68,106,16.36
28307,197207,2025-08-21,62.33,100,28.91
28308,322229,2025-04-30,12.04,165,32.75
28309,374189,2025-10-20,20.19,137,6.84
28310,374752,2025-04-29,25.6,174,3.54
28311,235869,2025-01-22,32.19,60,11.4
28312,115175,2025-09-06,13.33,165,15.64
28313,207888,2025-07-31,16.74,155,21.84
28314,356129,2025-07-04,32.8,26,29.31
28315,434734,2025-11-23,26.82,122,28.54
28316,347943,2025-07-07,24.03,161,35.77
28317,324900,2025-07-02,12.27,17,27.55
28318,324868,2025-02-10,84.32,32,21.51
28319,115219,2025-01-28,5.1,18,8.43
28320,359545,2025-10-14,3.1,157,13.46
28321,237854,2025-01-21,8.42,158,27.11
28322,453512,2025-03-15,7.25,41,12.58
28323,229085,2025-11-03,81.01,164,32.29
28324,195667,2025-02-05,1.0,164,10.97
28325,456899,2025-01-19,53.03,107,30.46
28326,202806,2025-09-19,13.04,89,3.84
28327,358304,2025-06-25,20.95,69,13.01
28328,162344,2025-01-15,29.57,126,10.87
28329,212085,2025-04-20,1.15,62,37.96
28330,149318,2025-04-19,18.22,66,24.7
28331,223109,2025-05-04,1.01,79,16.17
28332,183665,2025-11-01,2.59,18,22.74
28333,262920,2025-01-18,24.68,72,39.97
28334,259963,2025-03-25,8.04,140,16.31
28335,307742,2025-07-12,3.83,122,10.81
28336,222579,2025-07-07,1.27,63,7.28
28337,334123,2025-06-13,40.75,101,16.79
28338,419976,2025-07-29,25.07,95,38.13
28339,174766,2025-01-20,1.0,117,8.76
28340,357097,2025-09-08,25.1,30,25.56
28341,347359,2025-04-23,2.72,102,22.52
28342,115209,2025-11-13,9.92,61,39.4
28343,163426,2025-12-23,26.96,76,4.07
28344,174453,2025-11-11,8.38,35,26.06
28345,416454,2025-05-30,35.5,165,9.45
28346,230847,2025-11-20,18.28,34,11.58
28347,206377,2025-09-17,7.17,110,36.29
28348,223423,2025-03-24,20.33,139,21.72
28349,168414,2025-11-10,1.0,174,37.5
28350,331668,2025-02-27,14.45,33,8.49
28351,429601,2025-02-23,9.85,38,6.42
28352,320309,2025-01-28,13.55,153,14.84
28353,376486,2025-12-27,23.62,159,29.07
28354,417512,2025-07-24,13.78,172,22.82
28355,115053,2025-02-26,20.21,177,21.79
28356,207786,2025-03-05,2.95,157,20.12
28357,238291,2025-04-02,9.27,103,30.0
28358,162331,2025-10-13,13.73,85,9.87
28359,449154,2025-12-08,1.38,144,16.99
28360,356922,2025-01-23,74.14,125,18.83
28361,114954,2025-01-18,59.1,17,17.49
28362,372973,2025-09-11,10.13,63,11.27
28363,457513,2025-03-22,24.68,48,6.53
28364,448039,2025-07-01,16.04,85,4.44
28365,230714,2025-12-17,20.67,98,36.71
28366,324806,2025-05-16,3.24,64,31.61
28367,162262,2025-04-17,19.55,143,30.58
28368,122699,2025-05-14,7.31,79,28.95
28369,346837,2025-07-19,23.61,171,12.7
28370,182245,2025-09-11,36.48,147,3.23
28371,417206,2025-10-23,58.07,172,11.74
28372,311686,2025-06-28,1.0,89,23.94
28373,262927,2025-02-16,18.54,159,4.72
28374,446423,2025-08-11,13.11,53,33.71
28375,227644,2025-04-25,6.37,137,30.25
28376,175754,2025-11-22,7.66,69,33.72
28377,197206,2025-07-15,43.35,99,3.95
28378,180990,2025-09-06,33.44,136,19.25
28379,452530,2025-08-14,58.38,106,20.31
28380,115018,2025-10-10,38.42,18,28.92
28381,115031,2025-02-23,1.46,140,36.42
28382,147461,2025-05-22,2.96,54,24.76
28383,313787,2025-08-21,28.42,135,22.4
28384,195911,2025-05-30,26.87,93,8.45
28385,175107,2025-07-16,55.7,115,13.19
28386,145318,2025-02-25,18.71,66,12.89
28387,405446,2025-12-30,21.45,154,28.48
28388,324807,2025-07-29,18.48,139,19.97
28389,446037,2025-11-12,28.43,148,35.56
28390,421062,2025-02-20,12.57,126,22.75
28391,452580,2025-05-08,23.78,75,9.04
28392,238140,2025-09-14,16.87,55,34.13
28393,201879,2025-01-12,72.94,132,8.85
28394,187173,2025-01-24,13.59,58,11.25
28395,102327,2025-05-06,3.42,175,9.27
28396,223418,2025-11-27,43.22,59,13.18
28397,324824,2025-06-20,17.54,172,19.99
28398,175243,2025-04-15,4.38,24,38.89
28399,145534,2025-08-09,65.68,22,3.08
28400,157947,2025-02-26,3.25,142,24.92
28401,316284,2025-05-29,1.77,37,5.66
28402,353986,2025-02-09,7.78,146,35.91
28403,334465,2025-02-02,26.6,175,17.74
28404,374051,2025-06-10,2.97,157,29.96
28405,202164,2025-04-18,85.72,26,39.03
28406,162204,2025-03-06,19.15,34,17.43
28407,429739,2025-03-17,21.32,128,19.65
28408,224507,2025-02-15,75.08,112,12.46
28409,437642,2025-12-30,15.76,49,15.04
28410,44190,2025-08-23,29.78,45,22.25
28411,321388,2025-04-24,1.0,121,28.23
28412,428431,2025-11-04,1.0,70,31.46
28413,193187,2025-05-04,33.97,85,11.85
28414,225124,2025-10-13,69.29,57,18.92
28415,347309,2025-05-23,32.12,123,14.19
28416,115005,2025-05-17,4.2,78,30.45
28417,162225,2025-09-04,43.94,174,38.79
28418,193468,2025-10-15,22.4,169,31.06
28419,250653,2025-03-13,1.69,37,16.52
28420,448036,2025-10-10,12.21,103,5.65
28421,227773,2025-02-11,37.23,135,9.6
28422,227761,2025-09-21,5.78,123,21.1
28423,154053,2025-08-09,43.33,58,11.58
28424,211840,2025-09-24,21.37,49,4.16
28425,44188,2025-08-31,14.98,52,22.19
28426,223282,2025-02-13,1.0,99,17.1
28427,238115,2025-10-16,7.51,141,29.02
28428,164859,2025-03-08,42.71,18,25.61
28429,162336,2025-11-07,2.82,94,33.58
28430,223392,2025-09-26,17.78,154,19.75
28431,190072,2025-02-05,1.0,132,27.23
28432,223117,2025-03-28,7.51,154,21.14
28433,328293,2025-01-26,4.51,122,4.05
28434,225561,2025-10-21,13.49,135,18.63
28435,225123,2025-04-10,22.63,45,7.29
28436,223833,2025-05-31,14.44,124,8.47
28437,389993,2025-05-16,42.98,85,26.46
28438,233041,2025-09-27,4.65,37,6.67
28439,398227,2025-10-07,24.15,175,17.65
28440,181004,2025-04-11,48.98,72,5.96
28441,203302,2025-06-02,22.93,58,34.18
28442,450252,2025-04-28,14.94,178,10.03
28443,225121,2025-08-27,33.36,134,18.2
28444,157946,2025-01-17,2.41,159,25.98
28445,348151,2025-05-12,84.16,90,8.78
28446,372038,2025-09-08,10.33,75,28.11
28447,350625,2025-03-26,5.59,133,28.16
28448,324801,2025-07-31,79.88,112,18.1
28449,197696,2025-12-31,1.0,22,34.53
28450,174728,2025-04-15,38.75,70,9.65
28451,316933,2025-12-03,13.59,96,17.17
28452,171727,2025-04-09,41.64,98,15.61
28453,147496,2025-02-10,49.0,103,26.05
28454,166799,2025-03-01,9.46,161,27.11
28455,448208,2025-03-28,55.02,140,31.66
28456,346478,2025-02-12,100.0,165,34.8
28457,355240,2025-11-04,74.39,45,5.13
28458,376640,2025-01-21,18.79,145,22.85
28459,324871,2025-06-01,5.58,30,31.63
28460,383882,2025-05-02,41.21,105,15.9
28461,335714,2025-06-21,71.01,123,8.39
28462,252952,2025-07-30,81.46,106,36.94
28463,168261,2025-05-13,51.45,16,6.03
28464,223274,2025-10-27,6.04,52,39.41
28465,324802,2025-08-07,25.93,78,9.7
28466,372309,2025-11-30,63.98,32,12.35
28467,203132,2025-03-06,16.7,94,16.56
28468,260075,2025-06-08,42.39,124,3.11
28469,257682,2025-10-28,2.76,145,27.28
28470,262926,2025-04-24,36.93,156,7.98
28471,180096,2025-03-15,1.67,35,23.58
28472,334480,2025-11-07,20.06,58,8.33
28473,383882,2025-03-01,13.98,78,12.89
28474,173962,2025-09-11,5.07,76,7.93
28475,326605,2025-08-31,14.36,63,26.53
28476,175241,2025-04-25,31.8,124,35.82
28477,314172,2025-10-22,35.83,120,5.5
28478,153264,2025-04-14,63.7,48,19.63
28479,162266,2025-02-17,29.88,112,27.3
28480,447834,2025-03-21,100.0,85,14.11
28481,375227,2025-01-27,8.43,70,19.7
28482,183724,2025-09-29,4.2,68,37.43
28483,353800,2025-08-21,2.56,83,25.61
28484,261054,2025-09-11,21.96,114,30.97
28485,170431,2025-12-31,10.63,54,29.49
28486,391712,2025-12-13,5.68,146,17.8
28487,204759,2025-05-17,5.99,165,22.62
28488,162262,2025-06-02,10.65,111,34.39
28489,227693,2025-12-10,28.97,82,14.83
28490,163485,2025-02-27,23.0,32,11.19
28491,404746,2025-08-08,39.33,129,4.76
28492,334525,2025-01-18,9.57,109,4.5
28493,357047,2025-03-31,31.31,68,17.83
28494,346709,2025-11-26,50.99,60,18.76
28495,143201,2025-06-26,45.56,63,26.25
28496,384362,2025-02-13,26.9,143,20.03
28497,356177,2025-07-22,47.34,146,12.55
28498,181838,2025-04-20,2.31,106,14.15
28499,223272,2025-07-12,16.21,78,31.49
28500,456215,2025-12-03,8.24,47,23.9
28501,250739,2025-05-08,16.79,46,19.43
28502,324835,2025-01-10,3.38,114,25.07
28503,395937,2025-11-15,2.93,36,30.3
28504,324791,2025-04-04,2.92,19,20.98
28505,114935,2025-10-29,2.41,156,7.6
28506,316934,2025-08-13,16.72,167,19.46
28507,193813,2025-09-15,3.18,147,27.63
28508,389792,2025-08-12,45.7,18,34.07
28509,333883,2025-09-16,8.45,134,34.91
28510,434739,2025-02-05,79.28,56,21.19
28511,452227,2025-09-18,20.94,154,31.39
28512,145762,2025-10-03,25.08,121,21.89
28513,175059,2025-09-16,24.36,46,12.68
28514,390304,2025-09-16,10.14,115,32.27
28515,114921,2025-12-22,50.94,51,11.62
28516,351779,2025-11-22,100.0,138,22.85
28517,155288,2025-08-16,4.41,94,13.39
28518,195713,2025-03-29,16.94,84,10.66
28519,383550,2025-10-30,17.49,52,10.35
28520,347373,2025-04-12,38.13,126,25.8
28521,114918,2025-10-20,14.07,36,14.93
28522,175243,2025-01-08,28.28,163,37.07
28523,421225,2025-04-12,11.1,109,26.09
28524,187641,2025-04-23,1.6,84,30.9
28525,323426,2025-07-27,15.39,59,17.06
28526,191762,2025-12-29,35.13,84,25.1
28527,181842,2025-02-14,26.06,130,11.96
28528,324847,2025-01-10,18.68,30,29.43
28529,186044,2025-12-08,61.19,75,27.22
28530,387964,2025-08-20,16.43,165,6.13
28531,223419,2025-08-21,11.25,123,22.5
28532,193185,2025-12-09,12.61,62,28.87
28533,453306,2025-06-18,32.16,68,36.78
28534,448395,2025-09-25,9.97,131,32.25
28535,220316,2025-08-25,25.56,154,12.25
28536,168489,2025-09-21,12.19,153,25.12
28537,301764,2025-10-28,21.43,129,7.19
28538,182111,2025-03-29,6.52,145,33.7
28539,186044,2025-06-03,5.54,112,16.35
28540,114989,2025-12-08,19.43,143,25.9
28541,334501,2025-04-17,7.8,123,10.2
28542,217200,2025-08-05,2.58,166,35.52
28543,162136,2025-06-08,7.67,52,25.35
28544,398459,2025-11-08,12.57,176,13.97
28545,322229,2025-12-20,9.6,25,26.95
28546,324851,2025-02-06,23.41,150,27.92
28547,358297,2025-03-13,11.06,106,8.09
28548,123135,2025-05-01,5.32,16,8.19
28549,357023,2025-06-21,60.28,23,31.43
28550,384369,2025-08-15,21.59,165,10.8
28551,116808,2025-08-05,6.48,76,35.28
28552,230852,2025-04-05,10.07,26,30.39
28553,183765,2025-06-26,21.08,59,17.58
28554,162251,2025-03-28,3.46,114,39.43
28555,356918,2025-04-12,12.12,29,17.54
28556,334090,2025-11-20,5.16,63,22.83
28557,404739,2025-12-22,11.33,73,3.38
28558,352058,2025-05-07,14.31,135,6.7
28559,324878,2025-03-11,19.96,120,12.22
28560,49941,2025-08-11,1.0,57,8.21
28561,360263,2025-09-17,29.52,177,37.46
28562,191383,2025-10-04,60.72,88,26.26
28563,165392,2025-10-25,8.99,168,12.01
28564,456696,2025-03-25,2.74,177,11.46
28565,445811,2025-05-14,58.08,172,15.05
28566,384379,2025-09-12,13.91,22,37.81
28567,347363,2025-01-11,29.11,83,23.41
28568,357064,2025-07-29,23.79,80,6.92
28569,396330,2025-03-14,48.31,24,23.4
28570,154440,2025-05-20,16.71,71,20.89
28571,334499,2025-10-14,30.27,15,5.75
28572,261049,2025-06-08,1.2,135,20.69
28573,175724,2025-06-20,1.0,105,34.02
28574,352947,2025-07-05,37.61,81,3.58
28575,115189,2025-02-19,36.7,98,21.63
28576,181843,2025-09-04,4.14,102,13.78
28577,323474,2025-12-20,24.01,94,11.43
28578,333828,2025-07-27,10.18,118,21.17
28579,181699,2025-02-10,5.46,72,13.66
28580,445994,2025-04-22,69.59,167,21.52
28581,252710,2025-07-23,67.94,128,13.14
28582,333633,2025-07-24,28.11,106,10.76
28583,421037,2025-06-21,100.0,138,25.37
28584,347996,2025-05-07,4.87,112,21.7
28585,252725,2025-03-07,44.03,53,23.6
28586,169195,2025-09-28,20.58,166,32.21
28587,202337,2025-02-03,5.01,79,31.92
28588,257176,2025-07-17,24.49,71,36.96
28589,44344,2025-02-13,100.0,177,4.63
28590,223703,2025-09-10,6.28,57,24.07
28591,115063,2025-06-10,15.78,21,8.42
28592,322887,2025-12-01,2.59,30,37.9
28593,341717,2025-12-21,7.64,60,11.71
28594,114919,2025-12-14,8.78,125,4.5
28595,170300,2025-12-28,21.3,25,11.92
28596,228809,2025-04-28,1.73,178,25.6
28597,115125,2025-10-23,53.89,117,25.32
28598,223087,2025-09-19,80.46,44,17.66
28599,333766,2025-03-16,28.5,168,25.07
28600,320493,2025-01-14,27.72,119,38.48
28601,376126,2025-01-05,8.92,48,25.71
28602,307128,2025-10-28,55.85,46,13.83
28603,262926,2025-07-06,42.94,149,31.37
28604,189511,2025-07-20,3.15,93,10.18
28605,162251,2025-10-26,31.52,68,36.73
28606,376372,2025-09-08,3.36,134,29.39
28607,446814,2025-06-04,6.75,128,39.85
28608,114933,2025-07-16,42.98,108,21.69
28609,182058,2025-03-10,16.17,123,28.96
28610,357051,2025-02-17,15.1,51,15.85
28611,451565,2025-09-06,7.32,22,8.45
28612,195712,2025-08-20,24.05,68,28.84
28613,153264,2025-04-21,3.81,24,28.59
28614,258945,2025-11-25,39.88,179,6.16
28615,324802,2025-10-08,19.05,154,9.85
28616,166689,2025-05-16,46.61,142,39.32
28617,332469,2025-03-19,17.05,146,30.52
28618,456793,2025-08-19,8.68,63,20.58
28619,351589,2025-09-12,1.0,59,38.25
28620,422456,2025-06-09,13.26,48,24.63
28621,390498,2025-03-02,73.07,135,6.59
28622,404737,2025-03-28,45.24,157,25.26
28623,148165,2025-01-01,100.0,28,38.62
28624,306336,2025-04-21,4.26,177,15.84
