Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,FIVE-STAR BANK NORTH CHARGER,6215 Sheridan Dr,North Charger West Parking Lot,Buffalo,NY,14221,,888-758-4389,E,,Public,"Mon: 12:00am-6:00am, 5:30pm-11:59pm; Tue: 12:00am-6:00am, 5:30pm-11:59pm; Wed: 12:00am-6:00am, 5:30pm-11:59pm; Thu: 12:00am-6:00am, 5:30pm-11:59pm; Fri: 12:00am-6:00am, 5:30pm-11:59pm; Sat: 12:15am-11:59pm; Sun: 12:15am-11:59pm",,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.977447,-78.702482,2026-04-20,225163,2026-04-20 02:33:15 UTC,,,,2022-08-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TOWNE HYUNDAI 3A,3525 Southwestern Blvd,"North side, right charger",Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.788209,-78.759475,2026-04-20,225169,2026-04-20 02:34:21 UTC,,,,2022-08-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TOWNE HYUNDAI 3B,3525 Southwestern Blvd,North side of main building left unit,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.788215,-78.759409,2026-04-20,225170,2026-04-20 02:34:21 UTC,,,,2022-08-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MILTON NY STATION 1,503 Geyser Rd,Town Hall Parking Lot,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.044864,-73.851189,2026-04-20,225379,2026-04-20 02:34:10 UTC,,,,2022-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MILTON NY STATION 5,503 Geyser Rd,Town Hall parking Lot,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.045037,-73.85121,2026-04-20,225380,2026-04-20 02:34:10 UTC,,,,2022-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MILTON NY STATION 4,503 Geyser Rd,Town Hall Parking Lot,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.044755,-73.851189,2026-04-20,225381,2026-04-20 02:34:10 UTC,,,,2022-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MILTON NY STATION 3,503 Geyser Rd,Town Hall Parking Lot,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.045131,-73.85121,2026-04-20,225382,2026-04-20 02:34:10 UTC,,,,2022-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARCHER GREEN MI STATION 1,92-23 168th St,,JAMAICA,NY,11433,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.70522,-73.79147,2026-04-20,225478,2026-04-20 02:13:37 UTC,,,,2022-08-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARCHER GREEN MI STATION 4,92-23 168th St,,Jamaica,NY,11433,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.70525,-73.791534,2026-04-20,225479,2026-04-20 02:13:37 UTC,,,,2022-08-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARCHER GREEN MI STATION 2,92-23 168th St,,Jamaica,NY,11433,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.70524,-73.791466,2026-04-20,225480,2026-04-20 02:14:01 UTC,,,,2022-08-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARCHER GREEN MI STATION 3,92-23 168th St,,JAMAICA,NY,11433,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.705254,-73.7915,2026-04-20,225481,2026-04-20 02:14:01 UTC,,,,2022-08-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARCHER GREEN MI STATION 5,92-23 168th Pl,,Jamaica,NY,11433,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.70568,-73.791504,2026-04-20,225482,2026-04-20 02:14:01 UTC,,,,2022-08-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,HOTEL LOCATION BEST WESTERN 1,4908 Lake Rd S,Near left side building entrance,Brockport,NY,14420,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.193299,-77.941861,2026-04-20,225483,2026-04-20 02:23:26 UTC,,,,2022-08-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATRIUM EVCHARGE EV10,451 Clifton Park Center Rd,In parking lot.,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.855974,-73.785474,2026-04-20,225559,2026-04-20 02:28:40 UTC,,,,2022-08-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATRIUM EVCHARGE EV7,451 Clifton Park Center Rd,In parking lot.,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.856287,-73.785683,2026-04-20,225560,2026-04-20 02:28:41 UTC,,,,2022-08-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATRIUM EVCHARGE EV2,451 Clifton Park Center Rd,In parking lot.,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.856255,-73.78599,2026-04-20,225561,2026-04-20 02:28:41 UTC,,,,2022-08-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATRIUM EVCHARGE EV8,451 Clifton Park Center Rd,In parking lot.,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.856313,-73.78563,2026-04-20,225562,2026-04-20 02:28:41 UTC,,,,2022-08-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATRIUM EVCHARGE EV4,451 Clifton Park Center Rd,In parking lot.,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.85626,-73.785875,2026-04-20,225563,2026-04-20 02:28:41 UTC,,,,2022-08-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATRIUM EVCHARGE EV6,451 Clifton Park Center Rd,In parking lot.,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.856264,-73.785696,2026-04-20,225564,2026-04-20 02:28:42 UTC,,,,2022-08-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,30-10 35th Street,30-10 35th Street,,Queens,NY,11103,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://www.flo.com,GPS,40.7652332,-73.9184356,2026-04-20,225576,2026-04-20 04:54:24 UTC,,,,2022-08-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATRIUM EVCHARGE EV3,451 Clifton Park Center Rd,In parking lot.,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.85599,-73.78598,2026-04-20,225609,2026-04-20 02:28:41 UTC,,,,2022-08-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,92746 CHARGEPOINT 1,301 E 66th St,Parking Garage,New York,NY,10065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.764935,-73.96063,2026-04-20,225676,2026-04-20 02:33:28 UTC,,,,2022-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,92746 CHARGEPOINT 2,301 E 66th St,Parking Garage,New York,NY,10065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.764945,-73.960624,2026-04-20,225677,2026-04-20 02:33:29 UTC,,,,2022-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,81-09 41st Ave,81-09 41st Ave,,Queens,NY,11373,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://www.flo.com,GPS,40.745853,-73.884134,2026-04-20,225691,2026-04-20 04:55:09 UTC,,,,2022-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATRIUM EVCHARGE EV1,451 Clifton Park Center Rd,Backside of the building,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.85608,-73.785969,2026-04-20,225939,2026-04-20 02:28:41 UTC,,,,2022-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,South Shore Chrysler Dodge Jeep RAM,190 Sheridan Blvd,,Inwood,NY,11096,,,E,,Private - Credit card at all times,Service use only,A D Debit M V,,,,,1,,,Non-Networked,,GPS,40.6163799469854,-73.7513572470401,2024-08-15,226482,2025-02-12 00:16:32 UTC,P,,,2022-08-22,,,,,J1772,US,,,,Privé - Carte de crédit en tout temps,,private,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Scarsdale Ford,887 S Central Ave,,Scarsdale,NY,10583,,914-472-9500,E,,Public - Credit card at all times,24 hours daily; customers only,A D Debit M V,,,,,1,,,Non-Networked,,GPS,40.9936431054193,-73.8210701681449,2024-12-10,226483,2025-02-12 00:16:32 UTC,P,,,2022-08-22,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Chester Maple Garage,9 Chester Ave,,White Plains,NY,10601,,914-422-1238,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,3,,,Non-Networked,,GPS,41.0277553223148,-73.7654703353098,2024-03-14,226484,2025-02-12 00:16:32 UTC,P,,,2022-08-22,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PAY_GARAGE,,,,,,,Free; parking fee,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Chautauqua Institution School of Art - North Lot,54 Palestine Ave,,Chatauqua,NY,14757,,716-357-6250,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.2107045540219,-79.4718327376574,2024-10-11,226485,2025-02-12 00:16:32 UTC,P,,,2022-08-22,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Poland Town Court,3593 Church St,,Kennedy,NY,14747,,716-267-3809,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.1583113239972,-79.1014384057511,2024-03-14,226487,2025-02-12 00:16:32 UTC,P,,,2022-08-22,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Irondequoit Town Hall,1280 Titus Ave,,Rochester,NY,14617,,585-467-8840,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,43.2120934978213,-77.5824524972158,2024-03-14,226488,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Silver Creek Police Department,172 Central Ave,,Silver Creek,NY,14136,,716-934-3036,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,42.5451540630892,-79.1697256804936,2024-10-11,226489,2025-02-12 00:16:32 UTC,P,,,2022-08-22,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,West Herr Subaru,3559 Southwestern Blvd,,Orchard Park,NY,14127,,716-239-4853,E,,Public - Credit card at all times,During business hours,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.7851730363953,-78.7625688140411,2024-03-14,226492,2025-02-12 00:16:32 UTC,P,,,2022-08-22,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Gene McCarthy's Old First Ward Brewing Co,74 Hamburg St,,Buffalo,NY,14204,,716-855-8948,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4,,,Non-Networked,,GPS,42.8659719512433,-78.8601456478925,2024-05-09,226494,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,$1 initiation fee + $0.25 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,T F Brown's Restaurant,214 Main St,,Batavia,NY,14020,,585-343-1547,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,42.9962343841555,-78.1802050820011,2024-05-09,226495,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,DS Rose Inc,2445 Allen Ave,,Niagara Falls,NY,14303,,716-285-3479,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,43.0840930401961,-79.031062295377,2024-05-09,226496,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,KI-PO Chevrolet,2534 Youngstown Lockport Rd,,Ransomville,NY,14131,,,E,,Private,24 hours daily; dealership use only,,,,,,1,,,Non-Networked,,GPS,43.2382574979224,-78.9108978813066,2024-08-15,226497,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,James Mitsubishi Greece,3800 W Ridge Rd,,Greece,NY,14626,,585-563-2029,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,43.2142101896808,-77.7282386549508,2024-04-14,226499,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Audi Rochester,3955 W Henrietta Rd,,Rochester,NY,14623,,585-334-1600,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,43.0734312909428,-77.6451669453746,2024-05-09,226501,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Monroe Community College - Lot M,1000 E Henrietta Rd,,Rochester,NY,14623,,585-292-2000,E,,Public,6am-12am daily; students and employees only; 4 hour limit,A D Debit M V,,,,,4,,,Non-Networked,,GPS,43.1015955441872,-77.6084622704314,2024-04-14,226503,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,true,
ELEC,Monroe Community College - Lot P,1000 E Henrietta Rd,,Rochester,NY,14623,,585-292-2000,E,,Public,24 hours daily; employees only; 4 hour limit,A D Debit M V,,,,,2,,,Non-Networked,,GPS,43.1023321897872,-77.6082050814133,2024-04-14,226504,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,true,
ELEC,Jessica Chevrolet,115 W Main St,,Honeoye Falls,NY,14472,,585-624-2818,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,42.9500946824454,-77.6007486085356,2024-04-14,226505,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,SPOT Cowork,600 Fishers Station Dr,,Victor,NY,14564,,585-401-7768,E,,Public - Credit card at all times,8am-5pm daily; employees and members only,A D Debit M V,,,,,2,,,Non-Networked,,GPS,43.0088821321193,-77.4496295779662,2024-04-14,226507,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,true,
ELEC,Van Bortel Ford,71 Marsh Rd,,East Rochester,NY,14445,,585-586-4415,E,,Public - Credit card at all times,24 hours daily; customers only,A D Debit M V,,,,,2,,,Non-Networked,,GPS,43.1002833558249,-77.4833225714702,2024-08-15,226508,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Harris Whalen Park,2126 Penfield Rd,,Penfield,NY,14526,,585-340-8655,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,43.1325641779714,-77.4465429357793,2024-04-14,226509,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Penfield Town Hall,3100 Atlantic Ave,,Penfield,NY,14526,,585-340-8600,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,43.1612090995072,-77.4458840964815,2024-05-09,226512,2025-02-12 00:16:32 UTC,P,,,2022-08-24,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,GreenSpark Solar,317 NY-104,,Ontario,NY,14519,,585-265-2384,E,,Public - Credit card at all times,24 hours daily; priority access given to employees,A D Debit M V,,,,,6,,,Non-Networked,,GPS,43.226726491398,-77.3634463519453,2024-04-14,226513,2025-02-12 00:16:32 UTC,P,,,2022-08-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,true,
ELEC,Van Bortel Chevrolet,1338 Pittsford Palmyra Rd,,Macedon,NY,14502,,315-333-2627,E,,Public - Credit card at all times,24 hours daily; customers only,A D Debit M V,,,,,2,,,Non-Networked,,GPS,43.0648346037955,-77.3124637991478,2024-08-15,226514,2025-02-12 00:16:32 UTC,P,,,2022-08-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Seneca County Office Building,1 Dipronio Dr,,Waterloo,NY,13165,,315-539-1800,E,,Public - Credit card at all times,24 hours daily,,,,,,2,,,Non-Networked,,GPS,42.9072588553029,-76.8436524138607,2024-08-15,226516,2025-02-12 00:16:32 UTC,P,,,2022-08-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Watkins Glen State Park Parking,971 N Franklin St,,Watkins Glen,NY,14891,,607-535-4511,E,,Public - Credit card at all times,24 hours daily; seasonal parking fee,A D Debit M V,,,,,2,,,Non-Networked,,GPS,42.3759787000237,-76.8708066114643,2024-04-14,226517,2025-02-12 00:16:32 UTC,P,,,2022-08-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,TOPS Friendly Markets,"504 1/2, S Franklin St",,Watkins Glen,NY,14891,,607-535-4064,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,42.3696793830572,-76.8674584831195,2024-04-14,226518,2025-02-12 00:16:32 UTC,P,,,2022-08-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GROCERY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,BJ'S Wholesale Shopping Club,40 Graham Rd W,,Ithaca,NY,14850,,607-241-4762,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,42.4860997947594,-76.4927860720635,2024-04-14,226519,2025-02-12 00:16:32 UTC,P,,,2022-08-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,The Dorm Hotel,518 Stewart Ave,,Ithaca,NY,14850,,607-319-4611,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.444235929905,-76.489961683489,2024-04-14,226520,2025-02-12 00:16:32 UTC,P,,,2022-08-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Maguire Honda of Ithaca,315 Elmira Rd,,Ithaca,NY,14850,,607-273-1926,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.4263952006438,-76.5091665942317,2024-05-09,226521,2025-02-12 00:16:32 UTC,P,,,2022-08-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Bokman Chevrolet,81 S Main St,,Wellsville,NY,14895,,585-593-4150,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.1185690979935,-77.9412882487685,2024-10-11,226524,2025-02-12 00:16:32 UTC,P,,,2022-08-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ferrario Ford Lincoln,2472 Corning Rd,,Elmira,NY,14903,,607-734-1681,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.1490163382535,-76.8322061128096,2024-08-15,226525,2025-02-12 00:16:32 UTC,P,,,2022-08-25,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Inn at Taughannock Falls - Tesla Destination,2030 Gorge Rd,,Trumansburg,NY,14886,,877-798-3752,E,,Public,,A D Debit M V,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,42.54467,-76.59838,2024-07-01,226539,2025-02-12 00:16:32 UTC,P,,,2021-06-22,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Stever-Locke Industries Inc,179 N Main St,,Honeoye Falls,NY,14472,,833-692-6787,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4,,,AMPUP,https://ampup.io,GPS,42.9619298675038,-77.5890770326536,2022-09-14,226548,2023-02-14 15:54:11 UTC,P,,,2022-08-22,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
